specifications;price;address;date;parsing_dt;m2;rooms;floor;from_floors;price_m2;streets
1-к квартира, 34.7 м², 7/7 эт.;2411000;с. Дядьково, ул. Большая, д. 5;3 дня назад;2020-11-30 09:55:43.902655;34.7;1; 7;7 эт.;69481;село Дядьково
1-к квартира, 38.6 м², 19/25 эт.;4545300;с. Дядьково, ул. Малиновая, д. 3;2 дня назад;2020-11-30 09:55:43.902655;38.6;1; 19;25 эт.;117753;село Дядьково
1-к квартира, 51 м², 7/10 эт.;2380000;пр-д Окский, стр. 2;4 дня назад;2020-11-30 09:55:50.762877;51.0;1; 7;10 эт.;46666;Окский проезд
1-к квартира, 42 м², 15/16 эт.;2680000;ул. Мервинская, д. 6;4 дня назад;2020-11-30 09:55:50.762877;42.0;1; 15;16 эт.;63809;Мервинская улица
2-к квартира, 52 м², 1/16 эт.;2650000;ул. Шереметьевская, д. 12;4 дня назад;2020-11-30 09:55:50.762877;52.0;2; 1;16 эт.;50961;Шереметьевская улица
1-к квартира, 36.4 м², 8/17 эт.;1928140;с. Дядьково, ул. Большая, д. 6;4 дня назад;2020-11-30 09:55:50.762877;36.4;1; 8;17 эт.;52970;село Дядьково
3-к квартира, 105 м², 13/25 эт.;5706248;ш. Московское, стр. 1;4 дня назад;2020-11-30 09:55:50.762877;105.0;3; 13;25 эт.;54345;Московское шоссе
2-к квартира, 65 м², 7/32 эт.;4550000;Солотчинское ш., д. 4, корп. 1;4 дня назад;2020-11-30 09:55:50.762877;65.0;2; 7;32 эт.;70000;Солотчинское шоссе
1-к квартира, 40.3 м², 3/18 эт.;2111541;с. Дядьково, пр-д 2-й Бульварный, д. 2;4 дня назад;2020-11-30 09:55:50.762877;40.3;1; 3;18 эт.;52395;село Дядьково
3-к квартира, 87 м², 20/26 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:50.762877;87.0;3; 20;26 эт.;26735;Поселок Солотча
2-к квартира, 65 м², 4/10 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:50.762877;65.0;2; 4;10 эт.;40446;Поселок Солотча
2-к квартира, 56 м², 11/16 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:55:50.762877;56.0;2; 11;16 эт.;47160;Поселок Солотча
1-к квартира, 30 м², 10/22 эт.;4003987;ул. Гоголя, д. 55;3 дня назад;2020-11-30 09:55:50.762877;30.0;1; 10;22 эт.;133466;Улица Гоголя
2-к квартира, 69 м², 6/16 эт.;3250000;пр-д Окский, стр. 1;4 дня назад;2020-11-30 09:55:50.762877;69.0;2; 6;16 эт.;47101;Окский проезд
3-к квартира, 68.4 м², 2/19 эт.;2990000;ул. Олимпийский городок, д. 4;2 дня назад;2020-11-30 09:55:50.762877;68.4;3; 2;19 эт.;43713;микрорайон Олимпийский городок
2-к квартира, 65 м², 2/24 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:55:50.762877;65.0;2; 2;24 эт.;40411;село Дядьково
1-к квартира, 56 м², 27/27 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:55:50.762877;56.0;1; 27;27 эт.;92857;Улица Чапаева
2-к квартира, 60 м², 7/18 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:55:50.762877;60.0;2; 7;18 эт.;69166;Солотчинское шоссе
1-к квартира, 37 м², 9/28 эт.;2010000;Московское ш., 2 оч.;3 дня назад;2020-11-30 09:55:50.762877;37.0;1; 9;28 эт.;54324;Московское шоссе
2-к квартира, 55 м², 16/16 эт.;3250050;7 мкр., д. 6;4 дня назад;2020-11-30 09:55:50.762877;55.0;2; 16;16 эт.;59091;7-й микрорайон
3-к квартира, 79.2 м², 8/17 эт.;3201600;Михайловское ш., стр. 1;6 дней назад;2020-11-30 09:55:50.762877;79.2;3; 8;17 эт.;40424;Михайловское шоссе
3-к квартира, 86 м², 24/25 эт.;3690000;ул. Чернышевского, д. 3;3 дня назад;2020-11-30 09:55:50.762877;86.0;3; 24;25 эт.;42906;Улица Чернышевского
3-к квартира, 97 м², 9/27 эт.;2574320;ул. Зубковой, д. 8В, корп. 1;3 дня назад;2020-11-30 09:55:50.762877;97.0;3; 9;27 эт.;26539;Улица Зубковой
2-к квартира, 55.3 м², 14/18 эт.;2794000;с. Дядьково, пр-д 2-й Бульварный, д. 2;3 дня назад;2020-11-30 09:55:50.762877;55.3;2; 14;18 эт.;50524;село Дядьково
1-к квартира, 40.7 м², 1/25 эт.;2200000;Солотчинское ш., стр. 3;6 дней назад;2020-11-30 09:55:50.762877;40.7;1; 1;25 эт.;54054;Солотчинское шоссе
1-к квартира, 38 м², 9/28 эт.;2900000;ул. Олимпийский городок, д. 4;3 дня назад;2020-11-30 09:55:50.762877;38.0;1; 9;28 эт.;76315;микрорайон Олимпийский городок
3-к квартира, 88 м², 2/24 эт.;3550000;ул. Новоселов, д. 45а;1 неделю назад;2020-11-30 09:55:50.762877;88.0;3; 2;24 эт.;40340;Улица Новоселов
2-к квартира, 78 м², 5/15 эт.;4400000;ул. Кальная, д. 79;2 дня назад;2020-11-30 09:55:50.762877;78.0;2; 5;15 эт.;56410;Кальная улица
2-к квартира, 66.4 м², 10/25 эт.;4745000;с. Дядьково, блок-секция 4А;5 дней назад;2020-11-30 09:55:50.762877;66.4;2; 10;25 эт.;71460;село Дядьково
2-к квартира, 60 м², 9/20 эт.;2626750;Московское ш., 2 оч.;6 дней назад;2020-11-30 09:55:50.762877;60.0;2; 9;20 эт.;43779;Московское шоссе
3-к квартира, 62 м², 1/10 эт.;2656000;Солотчинское ш., стр. 3;5 дней назад;2020-11-30 09:55:50.762877;62.0;3; 1;10 эт.;42838;Солотчинское шоссе
2-к квартира, 67.7 м², 12/20 эт.;2459000;ул. Чернышевского, д. 3;5 дней назад;2020-11-30 09:55:50.762877;67.7;2; 12;20 эт.;36322;Улица Чернышевского
3-к квартира, 78 м², 15/23 эт.;5300000;ул. Совхозная, стр. 1;2 дня назад;2020-11-30 09:55:50.762877;78.0;3; 15;23 эт.;67948;Совхозная улица
2-к квартира, 58.9 м², 7/20 эт.;3904500;ул. Быстрецкая, стр. 3;5 дней назад;2020-11-30 09:55:50.762877;58.9;2; 7;20 эт.;66290;Быстрецкая улица
1-к квартира, 45.7 м², 8/16 эт.;3850000;ул. Пугачева, д. 10;5 дней назад;2020-11-30 09:55:50.762877;45.7;1; 8;16 эт.;84245;Улица Пугачева
1-к квартира, 49 м², 17/25 эт.;3272201;ул. Быстрецкая, стр. 3;5 дней назад;2020-11-30 09:55:50.762877;49.0;1; 17;25 эт.;66779;Быстрецкая улица
1-к квартира, 35.6 м², 18/18 эт.;3055000;ш. Московское, стр. 3;1 неделю назад;2020-11-30 09:55:50.762877;35.6;1; 18;18 эт.;85814;Московское шоссе
1-к квартира, 46 м², 5/22 эт.;3654000;ул. Олимпийский городок, д. 4;5 дней назад;2020-11-30 09:55:50.762877;46.0;1; 5;22 эт.;79434;микрорайон Олимпийский городок
1-к квартира, 41.7 м², 5/20 эт.;4059377;ул. Олимпийский городок, д. 4;4 дня назад;2020-11-30 09:55:50.762877;41.7;1; 5;20 эт.;97347;микрорайон Олимпийский городок
1-к квартира, 35 м², 16/22 эт.;2826240;ул. Новоселов, д. 45а;5 дней назад;2020-11-30 09:55:50.762877;35.0;1; 16;22 эт.;80749;Улица Новоселов
1-к квартира, 39.8 м², 16/17 эт.;2450000;с. Дядьково, блок-секция 3А;6 дней назад;2020-11-30 09:55:50.762877;39.8;1; 16;17 эт.;61557;село Дядьково
2-к квартира, 56.7 м², 1/25 эт.;2515000;ул. Новоселов, д. 45а;5 дней назад;2020-11-30 09:55:50.762877;56.7;2; 1;25 эт.;44356;Улица Новоселов
2-к квартира, 62 м², 15/16 эт.;1780000;Московское ш., 2 оч.;6 дней назад;2020-11-30 09:55:50.762877;62.0;2; 15;16 эт.;28709;Московское шоссе
3-к квартира, 85 м², 21/26 эт.;2400000;Московское ш., 2 оч.;3 дня назад;2020-11-30 09:55:50.762877;85.0;3; 21;26 эт.;28235;Московское шоссе
2-к квартира, 93 м², 2/9 эт.;2500000;с. Дядьково, ул. Большая, д. 6;1 неделю назад;2020-11-30 09:55:50.762877;93.0;2; 2;9 эт.;26881;село Дядьково
1-к квартира, 43.3 м², 9/20 эт.;2387000;ул. Быстрецкая, стр. 2;5 дней назад;2020-11-30 09:55:50.762877;43.3;1; 9;20 эт.;55127;Быстрецкая улица
3-к квартира, 79.5 м², 22/25 эт.;1987500;ул. Олимпийский городок, д. 4;4 дня назад;2020-11-30 09:55:50.762877;79.5;3; 22;25 эт.;25000;микрорайон Олимпийский городок
1-к квартира, 43 м², 15/16 эт.;3025000;ул. Быстрецкая, д. 22;4 дня назад;2020-11-30 09:55:50.762877;43.0;1; 15;16 эт.;70348;Быстрецкая улица
1-к квартира, 42 м², 9/18 эт.;2973000;ул. Маяковского, ЖК «Наследие современности»;5 дней назад;2020-11-30 09:55:50.762877;42.0;1; 9;18 эт.;70785;Улица Маяковского
1-к квартира, 43.4 м², 9/26 эт.;4160000;ул. Олимпийский городок, д. 4;6 дней назад;2020-11-30 09:55:50.762877;43.4;1; 9;26 эт.;95852;микрорайон Олимпийский городок
1-к квартира, 33.9 м², 6/7 эт.;6498800;пер. Парковый, стр. 1;5 дней назад;2020-11-30 09:55:50.762877;33.9;1; 6;7 эт.;191705;Парковый проезд
Квартира-студия, 28 м², 12/16 эт.;2077920;7 мкр., д. 6;5 дней назад;2020-11-30 09:55:50.762877;28.0;1; 12;16 эт.;74211;7-й микрорайон
3-к квартира, 97 м², 8/25 эт.;4480000;ул. Зубковой, д. 18, корп. 12;3 дня назад;2020-11-30 09:55:56.776530;97.0;3; 8;25 эт.;46185;Улица Зубковой
1-к квартира, 39.1 м², 12/15 эт.;1779000;ул. Рыбновская, д. 5;4 дня назад;2020-11-30 09:55:56.776530;39.1;1; 12;15 эт.;45498;Улица Княжье Поле
1-к квартира, 40.7 м², 8/27 эт.;2235630;ул. Быстрецкая, стр. 3;3 дня назад;2020-11-30 09:55:56.776530;40.7;1; 8;27 эт.;54929;Быстрецкая улица
1-к квартира, 35 м², 6/15 эт.;1700000;ул. Семчинская, д. 3, корп. 2;1 неделю назад;2020-11-30 09:55:56.776530;35.0;1; 6;15 эт.;48571;Семчинская улица
1-к квартира, 37 м², 15/16 эт.;2331000;ул. Мервинская, д. 6;5 дней назад;2020-11-30 09:55:56.776530;37.0;1; 15;16 эт.;63000;Мервинская улица
1-к квартира, 36.8 м², 5/24 эт.;2375000;пер. Парковый, стр. 1;5 дней назад;2020-11-30 09:55:56.776530;36.8;1; 5;24 эт.;64538;Парковый проезд
2-к квартира, 64.7 м², 20/25 эт.;3427000;Московское ш., 1 оч.;4 дня назад;2020-11-30 09:55:56.776530;64.7;2; 20;25 эт.;52967;Московское шоссе
1-к квартира, 41.9 м², 15/25 эт.;3550000;ул. Шереметьевская, д. 13;3 дня назад;2020-11-30 09:55:56.776530;41.9;1; 15;25 эт.;84725;Шереметьевская улица
1-к квартира, 41.3 м², 5/20 эт.;4034700;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:55:56.776530;41.3;1; 5;20 эт.;97692;село Дядьково
2-к квартира, 49.5 м², 2/17 эт.;2190200;ш. Московское, стр. 1;6 дней назад;2020-11-30 09:55:56.776530;49.5;2; 2;17 эт.;44246;Московское шоссе
1-к апартаменты, 37.8 м², 5/15 эт.;2348501;ул. Чернышевского, д. 3;1 неделю назад;2020-11-30 09:55:56.776530;37.8;1; 5;15 эт.;62129;Улица Чернышевского
1-к квартира, 27 м², 16/17 эт.;2000000;с. Дядьково, ул. Большая, д. 6;1 неделю назад;2020-11-30 09:55:56.776530;27.0;1; 16;17 эт.;74074;село Дядьково
2-к квартира, 67.9 м², 13/26 эт.;2599800;Россия, Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:55:56.776530;67.9;2; 13;26 эт.;38288;Поселок Солотча
2-к квартира, 62 м², 7/14 эт.;2326000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:56.776530;62.0;2; 7;14 эт.;37516;Поселок Солотча
3-к квартира, 61 м², 26/27 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:55:56.776530;61.0;3; 26;27 эт.;43098;Поселок Солотча
1-к квартира, 42.8 м², 13/15 эт.;2641000;ул. Княжье Поле, д. 23, корп. 1;4 дня назад;2020-11-30 09:55:56.776530;42.8;1; 13;15 эт.;61705;Улица Княжье Поле
2-к квартира, 59 м², 4/16 эт.;1690000;ул. Княжье Поле, стр. 8;5 дней назад;2020-11-30 09:55:56.776530;59.0;2; 4;16 эт.;28644;Улица Княжье Поле
3-к квартира, 78 м², 7/18 эт.;1360000;ул. Бугровка, жилой дом;4 дня назад;2020-11-30 09:55:56.776530;78.0;3; 7;18 эт.;17435;Улица Бугровка
1-к квартира, 42.7 м², 16/20 эт.;3100891;ул. Ленинского Комсомола, 29с;1 неделю назад;2020-11-30 09:55:56.776530;42.7;1; 16;20 эт.;72620;Улица Ленинского Комсомола
1-к квартира, 45.4 м², 16/17 эт.;4500000;ул. Рыбновская, д. 4;5 дней назад;2020-11-30 09:55:56.776530;45.4;1; 16;17 эт.;99118;Улица Княжье Поле
